,price
2935,50.0
19219,44.0
7845,111.0
21645,80.0
15999,120.0
10622,65.0
5450,30.0
11193,150.0
15444,75.0
1605,138.0
9752,58.0
259,75.0
20220,160.0
14588,129.0
4644,195.0
5211,115.0
950,138.0
613,160.0
12056,150.0
18263,150.0
10614,61.0
20261,75.0
6615,187.0
8338,181.0
16560,90.0
6458,65.0
5230,57.0
11021,50.0
1617,140.0
20136,65.0
16134,150.0
1300,170.0
4484,150.0
13407,146.0
20568,100.0
737,129.0
3246,75.0
13964,98.0
16753,100.0
3336,120.0
14859,129.0
16505,30.0
5758,160.0
3639,38.0
6833,120.0
17354,75.0
20175,55.0
18384,50.0
21703,170.0
20218,61.0
18329,70.0
501,179.0
13957,40.0
12487,120.0
1554,155.0
9403,80.0
19477,49.0
12119,35.0
15379,61.0
586,140.0
20469,100.0
19603,30.0
3547,80.0
5134,120.0
16322,100.0
19966,80.0
1444,88.0
17781,119.0
20455,35.0
19244,120.0
10501,146.0
3020,80.0
12920,140.0
19671,121.0
4988,140.0
18635,190.0
18941,125.0
5776,129.0
1621,124.0
11573,85.0
1502,115.0
11789,50.0
13374,98.0
16256,111.0
20504,111.0
2046,100.0
3248,54.0
74,162.0
6946,53.0
19413,70.0
14017,129.0
8162,100.0
11561,50.0
3661,105.0
4165,88.0
14731,181.0
6465,46.0
20658,50.0
9066,36.0
13770,120.0
5448,100.0
5844,90.0
11394,50.0
3149,120.0
21264,98.0
3253,65.0
124,150.0
7906,181.0
787,135.0
14820,67.0
11156,75.0
123,98.0
14039,65.0
17929,155.0
12603,65.0
5970,100.0
19463,30.0
13988,98.0
5699,120.0
12192,55.0
14308,85.0
145,160.0
10487,135.0
12125,35.0
7121,75.0
12975,140.0
17269,109.0
1062,152.0
17777,59.0
15738,129.0
7961,169.0
11158,80.0
11011,104.0
8794,129.0
16141,140.0
2512,167.0
7966,39.0
9753,102.0
15209,190.0
3565,86.0
9345,55.0
11840,50.0
21682,140.0
1779,111.0
5692,40.0
4008,150.0
8571,65.0
757,129.0
4770,65.0
13325,150.0
13592,125.0
646,181.0
11578,80.0
13532,160.0
10364,111.0
17862,88.0
11037,80.0
356,65.0
2942,135.0
21553,148.0
1045,80.0
6090,30.0
16264,50.0
12302,69.0
4719,61.0
16365,150.0
11894,32.0
21732,78.0
355,129.0
15481,142.0
15886,120.0
20784,50.0
4784,44.0
10390,98.0
234,185.0
14756,120.0
14347,150.0
13340,50.0
19042,90.0
17302,44.0
11118,181.0
1115,150.0
3441,70.0
18252,80.0
8218,185.0
18854,90.0
4594,89.0
2570,90.0
16573,111.0
14915,90.0
3532,80.0
6478,129.0
602,92.0
19707,111.0
11210,150.0
9,140.0
5848,150.0
16121,120.0
3353,75.0
20354,140.0
11623,94.0
7853,169.0
21864,57.0
12460,175.0
17547,112.0
21068,50.0
11957,65.0
6576,70.0
13730,40.0
12050,50.0
15722,178.0
7494,116.0
2064,120.0
19563,80.0
18522,50.0
2375,195.0
20863,50.0
9589,75.0
2458,181.0
2022,123.0
1449,100.0
2494,94.0
6748,80.0
9687,70.0
17559,38.0
4683,169.0
863,160.0
19386,49.0
13364,80.0
10458,75.0
21291,50.0
14823,150.0
16081,140.0
8993,90.0
10459,67.0
4292,150.0
12463,80.0
20013,197.0
14485,170.0
6770,107.0
19496,100.0
11706,120.0
13620,140.0
4124,111.0
3519,150.0
1902,26.0
3087,94.0
521,61.0
1993,155.0
18613,98.0
20108,111.0
16210,70.0
11483,39.0
12689,111.0
21390,140.0
9951,85.0
491,160.0
3873,140.0
19805,150.0
17771,108.0
10260,63.0
16219,100.0
15141,100.0
12092,40.0
21094,40.0
10599,152.0
11447,140.0
11338,129.0
7400,51.0
11533,44.0
17844,50.0
16656,40.0
3067,70.0
740,61.0
6908,120.0
5314,54.0
5904,80.0
10665,181.0
9078,61.0
4806,121.0
11371,100.0
9083,90.0
17288,98.0
15003,100.0
5861,115.0
15662,120.0
6159,181.0
2781,160.0
10707,70.0
8319,80.0
13565,111.0
9311,75.0
9370,75.0
7103,160.0
5104,70.0
17118,120.0
15042,50.0
10380,47.0
15628,55.0
18579,44.0
3496,160.0
14147,107.0
11234,150.0
16607,129.0
14502,129.0
7280,75.0
3651,150.0
14161,57.0
20540,39.0
9309,96.0
9389,69.0
4071,120.0
3678,90.0
20101,164.0
10558,187.0
5932,185.0
8433,55.0
11149,80.0
14669,85.0
19206,50.0
2248,61.0
19672,158.0
6489,170.0
20325,111.0
5819,61.0
11053,70.0
2789,190.0
1808,164.0
10328,146.0
17322,30.0
18064,70.0
16163,75.0
15254,120.0
1892,70.0
16429,138.0
15226,61.0
13235,146.0
21936,26.0
13262,100.0
15603,156.0
3172,163.0
7553,100.0
13009,55.0
17569,108.0
5805,50.0
20702,85.0
4791,150.0
9284,40.0
19115,120.0
155,59.0
20713,40.0
6654,111.0
9915,44.0
9137,61.0
16693,120.0
21146,26.0
2857,62.0
9493,75.0
13501,120.0
21020,69.0
18427,35.0
1382,140.0
9750,70.0
81,111.0
3105,97.0
11124,92.0
10377,129.0
4481,59.0
18496,85.0
11577,70.0
11653,50.0
10732,35.0
12681,50.0
14629,46.0
17826,150.0
9408,140.0
21534,50.0
4630,84.0
18536,40.0
389,100.0
18113,150.0
9524,181.0
11096,125.0
1396,90.0
12380,50.0
7790,155.0
3830,80.0
21131,85.0
21749,159.0
13470,70.0
8106,129.0
4368,50.0
3662,181.0
10372,120.0
12694,44.0
13601,139.0
17763,120.0
17686,80.0
5001,195.0
18153,40.0
18986,65.0
14803,80.0
1516,140.0
6701,94.0
6775,80.0
21265,135.0
13990,49.0
13007,150.0
3137,85.0
12054,61.0
217,80.0
1137,190.0
1144,65.0
19914,140.0
6011,80.0
21715,74.0
18484,150.0
17034,125.0
10904,100.0
3695,85.0
8432,55.0
21118,50.0
9663,100.0
13614,150.0
18191,53.0
21525,61.0
8633,80.0
17102,80.0
14843,50.0
19432,111.0
2256,80.0
10266,129.0
15658,61.0
18162,100.0
3916,61.0
6918,169.0
10491,80.0
5917,100.0
4191,100.0
20930,55.0
13803,58.0
4618,150.0
4361,77.0
13140,44.0
433,100.0
11565,65.0
17952,65.0
3583,115.0
19444,65.0
20672,30.0
15560,100.0
14520,146.0
9476,140.0
17634,80.0
8868,140.0
8170,100.0
5544,98.0
20803,32.0
13125,135.0
11572,150.0
12525,44.0
18888,75.0
21511,80.0
2726,111.0
7458,75.0
4625,80.0
7343,55.0
10336,101.0
1917,100.0
14725,150.0
16540,100.0
13217,42.0
10441,75.0
6504,75.0
21697,150.0
15842,65.0
16810,49.0
2504,169.0
2391,152.0
7389,75.0
1103,100.0
7259,94.0
2433,150.0
7358,181.0
5232,181.0
6793,61.0
11847,160.0
5983,98.0
15623,111.0
6846,125.0
2578,100.0
18425,159.0
9627,120.0
82,57.0
16046,70.0
7398,65.0
9993,50.0
1031,67.0
3995,70.0
21084,109.0
15075,35.0
12220,160.0
8051,190.0
18518,150.0
5372,80.0
1645,97.0
20795,100.0
4312,70.0
10157,75.0
19207,70.0
18118,51.0
12454,90.0
2779,120.0
1537,107.0
8707,195.0
15049,75.0
12894,120.0
329,85.0
9774,121.0
5937,44.0
21899,124.0
19304,190.0
18743,120.0
21017,70.0
20330,90.0
12864,75.0
11563,113.0
14556,150.0
15213,50.0
13996,65.0
1867,61.0
7337,100.0
12157,80.0
16458,70.0
9588,70.0
17589,175.0
1837,129.0
20430,69.0
180,120.0
15022,181.0
1392,125.0
1102,50.0
15069,100.0
11760,169.0
19902,150.0
13376,94.0
781,150.0
17755,80.0
20698,50.0
19581,120.0
552,150.0
14985,100.0
21787,20.0
16461,98.0
8744,129.0
9785,70.0
4424,50.0
21480,27.0
157,135.0
6590,69.0
833,61.0
5900,50.0
12711,129.0
20466,53.0
8095,44.0
14069,70.0
8780,146.0
5531,75.0
16703,97.0
17468,125.0
13846,125.0
17099,116.0
926,75.0
992,94.0
3109,70.0
3342,181.0
20769,144.0
8560,71.0
1751,156.0
17881,90.0
10069,55.0
21458,107.0
6716,44.0
21245,152.0
9659,71.0
400,65.0
9359,70.0
5497,150.0
20248,44.0
18754,100.0
14095,55.0
2768,135.0
4358,98.0
18538,94.0
5853,80.0
21886,190.0
12751,164.0
20331,94.0
15407,59.0
21451,120.0
19659,89.0
3158,140.0
1531,107.0
18003,100.0
15332,195.0
855,100.0
15504,49.0
14063,58.0
6440,50.0
8195,44.0
290,90.0
17638,61.0
5888,69.0
1155,170.0
20207,50.0
10783,195.0
5964,160.0
6251,74.0
10565,94.0
13249,75.0
2387,150.0
6960,44.0
8619,80.0
14128,98.0
10515,85.0
14973,146.0
8069,111.0
6601,30.0
6712,150.0
17596,150.0
16013,75.0
3180,81.0
3328,65.0
18645,150.0
3491,69.0
6980,35.0
17964,140.0
11904,30.0
19409,43.0
6343,111.0
10778,129.0
4914,111.0
17352,90.0
21200,78.0
20194,125.0
1628,94.0
9503,61.0
20790,40.0
14957,155.0
6650,140.0
423,125.0
10760,98.0
2698,115.0
9762,85.0
633,140.0
14227,94.0
18665,61.0
16636,138.0
17223,50.0
3095,27.0
3383,30.0
14260,70.0
17869,100.0
15801,49.0
13984,190.0
19020,120.0
11202,40.0
15185,94.0
4028,40.0
2814,86.0
14522,150.0
10922,65.0
17810,100.0
19550,181.0
15667,90.0
3541,120.0
2757,105.0
2272,65.0
5015,181.0
741,129.0
5373,36.0
20345,61.0
2286,125.0
19491,119.0
10051,61.0
6246,71.0
8694,61.0
19640,129.0
9239,185.0
12477,94.0
20989,109.0
20749,89.0
1968,152.0
664,140.0
11361,69.0
18920,70.0
15371,96.0
9424,105.0
20758,100.0
17215,159.0
21544,139.0
19369,150.0
14612,190.0
20162,61.0
9417,125.0
3600,89.0
4632,129.0
9910,129.0
17283,55.0
4101,140.0
5866,75.0
12842,140.0
16719,111.0
12475,115.0
6778,63.0
15241,156.0
10539,54.0
3094,27.0
15145,195.0
19620,120.0
6541,190.0
291,120.0
19471,70.0
15478,100.0
20172,80.0
5348,74.0
5122,80.0
15900,140.0
20933,62.0
17847,80.0
11512,160.0
13126,100.0
17361,55.0
13849,140.0
847,181.0
10657,80.0
4457,181.0
7922,164.0
21512,32.0
648,125.0
12832,170.0
3127,44.0
12432,195.0
12891,90.0
12411,100.0
10376,80.0
11167,181.0
15844,100.0
20753,40.0
2625,120.0
2914,150.0
9473,170.0
13456,36.0
13651,49.0
3899,112.0
15072,65.0
9932,173.0
2624,169.0
21925,170.0
5102,50.0
5889,181.0
11217,100.0
14314,133.0
15403,80.0
2599,120.0
5938,160.0
10317,185.0
7633,120.0
17754,179.0
8622,55.0
13120,169.0
9568,69.0
652,120.0
8215,150.0
10674,80.0
506,80.0
9420,80.0
19983,198.0
8996,115.0
5024,80.0
21653,121.0
8998,63.0
2306,100.0
1325,150.0
18869,65.0
9903,120.0
17402,142.0
5703,90.0
16873,61.0
3261,160.0
16151,44.0
14218,129.0
14719,150.0
10816,61.0
20074,98.0
14047,70.0
14363,55.0
9423,61.0
18157,104.0
2170,129.0
7419,70.0
8071,94.0
16748,150.0
16504,80.0
8209,98.0
5075,80.0
20056,90.0
5020,135.0
19625,115.0
114,155.0
19029,75.0
9073,65.0
10213,75.0
7490,119.0
9279,160.0
1313,90.0
1513,111.0
3143,90.0
4085,108.0
20895,35.0
1108,164.0
759,120.0
21887,155.0
5636,100.0
18280,85.0
15043,120.0
10003,150.0
10644,93.0
13506,150.0
6539,65.0
17635,100.0
7654,50.0
10826,69.0
6570,120.0
2092,160.0
14484,150.0
17961,75.0
11247,164.0
13545,181.0
14831,111.0
4323,150.0
19311,116.0
14056,150.0
4476,84.0
14683,80.0
19022,98.0
1493,120.0
5286,85.0
14727,61.0
12333,84.0
16135,111.0
14810,100.0
15375,50.0
93,90.0
5860,65.0
3039,50.0
15994,55.0
8117,147.0
7710,55.0
11383,65.0
11798,50.0
6299,80.0
20532,61.0
13423,82.0
16803,100.0
1818,164.0
19504,80.0
20835,98.0
2940,27.0
6820,152.0
1135,59.0
7157,108.0
6879,85.0
4983,146.0
13883,90.0
7811,159.0
8952,94.0
19030,49.0
20843,169.0
3042,62.0
9813,115.0
6916,55.0
7506,50.0
14277,125.0
14022,61.0
8818,198.0
4250,94.0
21862,88.0
15782,55.0
10876,129.0
6401,71.0
9819,105.0
14560,70.0
4139,75.0
305,146.0
8723,170.0
3459,69.0
13237,150.0
2156,50.0
9246,75.0
5525,90.0
2166,100.0
439,125.0
10470,150.0
20519,100.0
18897,26.0
20510,115.0
1424,93.0
6199,39.0
2977,150.0
7489,86.0
2208,150.0
11372,150.0
4395,57.0
1206,142.0
9055,94.0
3826,144.0
16201,61.0
2520,171.0
13314,58.0
2972,75.0
884,120.0
20547,105.0
9461,61.0
14995,73.0
126,159.0
11829,61.0
17853,181.0
9043,44.0
18834,85.0
14201,65.0
10857,61.0
1524,100.0
7023,150.0
18641,24.0
14292,61.0
10509,50.0
8940,53.0
19308,181.0
10430,150.0
20389,181.0
2843,44.0
16936,50.0
9549,150.0
11562,125.0
19587,50.0
8075,181.0
7201,50.0
7573,140.0
20567,150.0
993,181.0
17410,65.0
18864,136.0
4982,179.0
15839,181.0
2271,46.0
11805,140.0
7860,90.0
17479,90.0
1786,125.0
137,61.0
3431,125.0
19083,100.0
3635,35.0
5432,80.0
8164,140.0
17762,195.0
20211,129.0
8499,129.0
20716,146.0
1458,35.0
7009,164.0
5851,65.0
3702,100.0
9758,58.0
15361,61.0
2828,105.0
10348,80.0
21214,61.0
6074,120.0
13252,70.0
12153,61.0
10584,111.0
9087,40.0
18818,50.0
15520,159.0
8855,160.0
13812,150.0
11542,55.0
19033,140.0
19889,70.0
9458,61.0
3427,98.0
3389,120.0
14214,44.0
7266,90.0
20773,98.0
17195,111.0
20807,50.0
19255,120.0
5145,105.0
5935,195.0
11526,100.0
225,120.0
1941,100.0
14136,61.0
8336,75.0
20735,98.0
7019,189.0
5325,40.0
8588,98.0
4105,69.0
2994,120.0
10929,53.0
7021,55.0
5229,195.0
4005,146.0
9419,61.0
18774,49.0
6180,115.0
19999,175.0
6587,129.0
13535,88.0
3002,125.0
7319,35.0
19716,100.0
17314,82.0
12570,120.0
20062,82.0
10139,191.0
13623,88.0
10635,150.0
4190,46.0
8326,69.0
4091,195.0
3019,98.0
12430,120.0
1725,105.0
18382,116.0
1290,129.0
7069,55.0
4607,61.0
5855,98.0
9909,100.0
10166,61.0
8063,111.0
3648,117.0
19047,119.0
286,65.0
17938,111.0
12826,120.0
10738,125.0
6091,190.0
13356,150.0
19740,146.0
10624,70.0
10721,195.0
19133,66.0
20805,80.0
1366,190.0
12431,190.0
8800,140.0
7943,138.0
17148,67.0
3402,94.0
16846,150.0
20247,150.0
12315,111.0
1529,58.0
4403,150.0
470,70.0
14183,125.0
6699,44.0
15761,59.0
2621,44.0
9665,61.0
10468,120.0
20349,30.0
493,98.0
1492,125.0
7858,109.0
18106,85.0
2658,150.0
21846,90.0
10537,146.0
3549,90.0
2820,96.0
18175,82.0
6584,150.0
13654,44.0
18482,80.0
12630,111.0
16838,98.0
20801,146.0
755,70.0
20793,100.0
5977,146.0
19898,63.0
1695,80.0
8751,89.0
9032,80.0
11505,181.0
14409,107.0
17448,50.0
14697,143.0
662,140.0
8522,173.0
8756,49.0
10152,61.0
13263,185.0
7095,169.0
15245,94.0
1459,65.0
17279,57.0
15804,40.0
2903,100.0
4439,150.0
20090,44.0
7286,170.0
2119,89.0
2985,80.0
20385,73.0
10759,94.0
8207,125.0
15537,70.0
2925,167.0
1073,115.0
9826,84.0
5978,198.0
7935,143.0
12327,85.0
8148,120.0
14431,125.0
18492,50.0
18431,150.0
136,49.0
17255,65.0
3213,129.0
5929,80.0
11692,36.0
20105,50.0
4708,69.0
11627,129.0
8546,62.0
16947,40.0
6989,100.0
5174,90.0
17949,35.0
901,90.0
1080,175.0
6794,44.0
21432,98.0
14042,150.0
11772,75.0
10358,125.0
2809,100.0
3224,197.0
1353,30.0
7154,100.0
8828,70.0
4030,109.0
8629,181.0
9925,59.0
6767,135.0
9811,55.0
10464,175.0
1745,77.0
16298,116.0
17230,133.0
11373,58.0
8675,75.0
20660,98.0
17700,120.0
18744,61.0
17557,175.0
11792,100.0
16152,80.0
3066,129.0
1766,85.0
20594,179.0
2365,90.0
2677,150.0
14768,32.0
10692,158.0
8966,55.0
14121,111.0
14283,150.0
7410,125.0
21837,85.0
17252,62.0
1059,125.0
10197,142.0
8242,80.0
17665,59.0
12804,80.0
16798,51.0
12436,84.0
11032,120.0
640,140.0
4452,100.0
1804,146.0
11917,125.0
19522,181.0
18656,98.0
671,150.0
12967,111.0
4038,121.0
20616,120.0
1610,100.0
92,160.0
1720,40.0
8593,94.0
19320,160.0
9942,62.0
10691,100.0
895,111.0
16213,40.0
1239,61.0
6974,175.0
14839,140.0
4687,75.0
18911,75.0
18066,70.0
19800,35.0
19840,61.0
3937,100.0
4174,135.0
7325,51.0
32,90.0
12557,75.0
11031,90.0
8050,170.0
5191,65.0
14914,55.0
7986,169.0
16767,160.0
1307,50.0
16313,57.0
18574,164.0
20819,108.0
13564,123.0
17528,150.0
2127,120.0
18434,138.0
17935,88.0
12249,61.0
13244,49.0
19398,50.0
2063,150.0
15408,44.0
21632,92.0
6400,50.0
5101,150.0
10632,120.0
4835,80.0
17931,80.0
21623,139.0
12515,120.0
2825,195.0
16683,138.0
3867,146.0
14115,148.0
1592,59.0
4307,100.0
10792,129.0
16597,55.0
16431,85.0
20488,183.0
7119,100.0
7498,155.0
6557,100.0
12419,100.0
4520,49.0
20010,40.0
16673,65.0
2198,80.0
3801,120.0
20465,90.0
14833,61.0
11113,89.0
10057,49.0
13922,55.0
11155,53.0
310,190.0
15029,57.0
16632,150.0
17320,80.0
5338,62.0
5268,55.0
9171,90.0
21894,150.0
2701,61.0
19147,65.0
140,109.0
9713,30.0
14055,61.0
12084,190.0
14885,67.0
10097,71.0
17728,75.0
13378,140.0
5067,61.0
17208,44.0
20587,181.0
11333,139.0
7828,160.0
194,70.0
18835,80.0
3551,35.0
4026,94.0
5092,62.0
11290,67.0
12353,125.0
15058,66.0
11059,129.0
20324,98.0
5131,53.0
9428,181.0
9712,61.0
19784,59.0
12013,44.0
3141,100.0
11475,36.0
15899,150.0
18797,55.0
16090,43.0
2910,61.0
4875,82.0
19354,120.0
20210,69.0
10587,42.0
8802,144.0
15500,65.0
17366,55.0
5519,44.0
10671,175.0
6345,100.0
17797,105.0
18812,80.0
812,150.0
12096,61.0
17741,70.0
11778,46.0
15690,125.0
12193,164.0
9099,61.0
1024,150.0
9856,61.0
6859,22.0
13962,57.0
9830,129.0
10144,90.0
7399,62.0
3525,55.0
21792,80.0
9824,100.0
6877,42.0
13289,55.0
7984,150.0
2281,120.0
9450,100.0
14546,85.0
7657,50.0
17150,30.0
16976,125.0
4177,152.0
9554,113.0
14646,120.0
2392,155.0
7566,44.0
6138,35.0
1890,70.0
11597,115.0
3851,80.0
19879,70.0
1142,125.0
4585,164.0
20800,80.0
14051,61.0
1333,88.0
14894,120.0
9195,61.0
13799,70.0
19099,90.0
4762,125.0
8983,181.0
15677,142.0
15337,100.0
10151,70.0
18343,61.0
11834,120.0
1845,135.0
4437,140.0
7537,55.0
20669,73.0
6030,39.0
18089,61.0
17326,150.0
519,167.0
11033,69.0
9278,61.0
12999,28.0
5193,100.0
18298,170.0
2932,175.0
19162,155.0
11858,170.0
13004,138.0
3977,55.0
17245,54.0
16917,80.0
9673,40.0
6795,100.0
17958,150.0
16389,146.0
10093,61.0
3231,46.0
8659,160.0
18862,164.0
958,89.0
16343,100.0
15901,65.0
5262,100.0
11936,115.0
10942,181.0
17702,170.0
14025,40.0
8807,55.0
14555,146.0
12580,78.0
15293,121.0
14233,100.0
15165,100.0
18751,150.0
10934,98.0
18433,150.0
13232,150.0
37,65.0
163,43.0
11133,61.0
4538,55.0
17003,55.0
12680,90.0
6234,105.0
15484,120.0
1823,190.0
17376,53.0
21419,129.0
17600,44.0
18786,65.0
9265,44.0
1428,98.0
10429,150.0
7760,70.0
11948,46.0
4347,59.0
18307,173.0
19445,125.0
20303,119.0
6623,171.0
3671,181.0
19958,150.0
6083,97.0
17443,169.0
18562,125.0
3320,39.0
13002,111.0
6514,94.0
3265,70.0
17508,40.0
12088,50.0
18539,90.0
7028,119.0
3052,49.0
11229,80.0
8277,65.0
16731,30.0
15097,150.0
3820,140.0
18903,159.0
8137,181.0
1585,128.0
1217,57.0
14545,146.0
18870,140.0
17718,61.0
16928,150.0
21562,179.0
12796,55.0
8408,59.0
8060,178.0
13415,85.0
9126,53.0
19448,55.0
10947,169.0
7333,111.0
21885,160.0
17752,129.0
8975,160.0
107,139.0
20271,155.0
16542,98.0
21557,100.0
5985,50.0
16972,175.0
3829,135.0
16633,44.0
336,94.0
8714,80.0
13531,80.0
20780,120.0
16828,89.0
5857,78.0
12849,155.0
6863,47.0
2576,124.0
14475,150.0
20323,80.0
18495,160.0
20352,70.0
15613,90.0
13250,127.0
15411,150.0
1722,150.0
19459,170.0
10585,129.0
4338,150.0
17161,189.0
2835,90.0
6942,111.0
4034,120.0
5655,70.0
19242,86.0
8437,120.0
21006,164.0
2399,120.0
8611,129.0
7513,89.0
7487,59.0
9977,120.0
15616,55.0
18056,70.0
3457,90.0
20190,125.0
13208,136.0
11962,44.0
7587,55.0
11780,40.0
7235,40.0
13848,112.0
20,35.0
17612,98.0
9175,80.0
21257,35.0
1485,129.0
2954,57.0
12503,195.0
2554,124.0
8885,58.0
10339,69.0
21685,70.0
6261,185.0
9103,40.0
6288,75.0
7246,125.0
17367,40.0
1222,85.0
20731,70.0
6331,50.0
17214,30.0
19460,49.0
954,100.0
8447,100.0
9945,164.0
7939,138.0
13966,50.0
19674,98.0
342,94.0
20990,90.0
11238,54.0
9203,150.0
19318,65.0
13043,150.0
20923,44.0
19055,89.0
17319,140.0
11303,90.0
17083,75.0
2745,65.0
19357,70.0
21882,100.0
10243,67.0
11862,44.0
21547,65.0
9449,121.0
70,108.0
10962,100.0
3483,90.0
3657,175.0
21247,55.0
5054,77.0
19876,120.0
17428,90.0
10122,125.0
9904,102.0
7472,115.0
5244,164.0
15958,133.0
20448,50.0
24,85.0
18349,124.0
8713,100.0
13155,150.0
2371,94.0
12170,120.0
565,150.0
21357,185.0
90,170.0
13183,55.0
6895,94.0
11768,80.0
21101,100.0
7064,117.0
3897,75.0
18918,124.0
21148,135.0
5421,111.0
18379,120.0
21633,46.0
9895,100.0
13837,150.0
11054,111.0
2873,177.0
9432,78.0
18212,61.0
16729,98.0
281,111.0
21913,120.0
19290,100.0
4890,117.0
15463,74.0
7574,181.0
19618,120.0
3962,75.0
562,150.0
10296,70.0
18450,120.0
1840,190.0
21410,85.0
14608,90.0
17462,120.0
11655,50.0
12075,49.0
17329,185.0
10824,120.0
14114,22.0
12639,90.0
9849,70.0
12106,105.0
4572,120.0
15807,125.0
879,50.0
4047,70.0
11453,58.0
9741,181.0
1731,70.0
1130,150.0
4684,150.0
18923,32.0
384,65.0
4824,135.0
2021,100.0
14827,50.0
6963,36.0
15607,75.0
14964,94.0
10138,54.0
13874,120.0
10874,100.0
16294,181.0
7634,47.0
21812,80.0
21180,65.0
3929,80.0
16776,111.0
21775,40.0
2079,129.0
4447,90.0
3953,170.0
17644,38.0
7870,77.0
7808,155.0
21391,44.0
13680,182.0
6435,140.0
6055,75.0
276,80.0
13049,100.0
12579,98.0
4636,105.0
18600,175.0
6477,195.0
21597,50.0
13210,94.0
9003,160.0
1345,135.0
7239,124.0
16273,90.0
17104,181.0
15499,150.0
3904,94.0
13307,139.0
3535,140.0
16585,30.0
7353,125.0
3217,55.0
4224,111.0
14368,90.0
5154,129.0
4821,78.0
8965,94.0
3942,185.0
4626,150.0
20775,26.0
5210,70.0
13132,61.0
16007,111.0
10301,65.0
596,53.0
16188,123.0
3683,150.0
16940,135.0
5954,100.0
12011,139.0
3116,140.0
4785,120.0
7160,119.0
3244,50.0
9272,169.0
15012,44.0
11061,177.0
20095,100.0
10560,111.0
16344,40.0
11838,62.0
4003,150.0
21156,90.0
8492,120.0
19602,142.0
19658,38.0
12856,50.0
19270,50.0
18545,159.0
20048,32.0
20221,46.0
9773,125.0
12103,53.0
20244,129.0
13207,94.0
10289,152.0
20386,80.0
16150,129.0
1811,140.0
17546,90.0
11006,135.0
8664,90.0
16305,100.0
4731,78.0
18976,125.0
20357,139.0
1946,150.0
15950,100.0
6857,27.0
21924,181.0
7614,150.0
4387,100.0
13424,125.0
7048,115.0
18906,44.0
10420,160.0
5151,58.0
7146,80.0
10146,61.0
5926,150.0
5536,50.0
10130,70.0
1042,129.0
6189,88.0
3914,75.0
4627,100.0
18813,150.0
8992,80.0
9940,94.0
11707,50.0
7905,119.0
5718,71.0
4621,155.0
1105,80.0
3284,85.0
19950,100.0
711,171.0
15472,70.0
20388,63.0
13520,190.0
9891,65.0
3699,62.0
14097,146.0
7424,150.0
3675,164.0
12283,148.0
17028,80.0
7550,177.0
18759,42.0
4421,140.0
13915,44.0
8474,120.0
15441,61.0
21676,49.0
323,125.0
7730,35.0
1051,80.0
9551,185.0
7869,98.0
2759,139.0
15178,115.0
2438,198.0
2715,181.0
13421,98.0
4672,169.0
9901,150.0
15848,100.0
5462,105.0
11696,119.0
9144,70.0
21857,61.0
16026,119.0
13389,150.0
21644,50.0
8946,135.0
3723,125.0
8968,171.0
8699,164.0
12636,147.0
4640,100.0
8777,181.0
11189,120.0
6941,80.0
20307,185.0
21598,100.0
10709,90.0
15706,40.0
5223,100.0
17574,181.0
9660,88.0
15455,150.0
7203,90.0
331,132.0
11486,55.0
9631,140.0
6161,70.0
13070,80.0
20776,61.0
16202,150.0
14411,75.0
4309,119.0
21760,160.0
17533,65.0
19300,50.0
17290,80.0
15156,55.0
10031,150.0
19869,61.0
19848,67.0
4873,120.0
20242,129.0
19614,55.0
17564,98.0
7312,125.0
7738,85.0
14466,40.0
14498,94.0
18573,55.0
1406,146.0
559,198.0
15217,80.0
11819,120.0
5647,111.0
7279,32.0
19236,125.0
160,69.0
3387,150.0
4965,90.0
6157,84.0
2651,187.0
7606,129.0
17984,74.0
11085,73.0
13805,150.0
11658,125.0
20537,111.0
20503,85.0
7797,90.0
21538,35.0
4915,70.0
18475,80.0
17341,96.0
11443,120.0
14539,140.0
12797,190.0
4410,152.0
17176,90.0
10461,181.0
18137,61.0
987,100.0
4987,50.0
21700,100.0
9414,100.0
20287,160.0
21858,46.0
13750,190.0
4459,146.0
13101,129.0
9707,146.0
13813,61.0
20284,67.0
756,190.0
13997,100.0
8778,63.0
21625,85.0
3239,39.0
20752,164.0
19811,155.0
707,120.0
11040,47.0
21120,120.0
8130,173.0
12115,150.0
5854,80.0
8294,54.0
13139,100.0
2104,65.0
13413,190.0
5437,58.0
21035,100.0
8680,97.0
5367,90.0
2332,193.0
2731,80.0
1426,94.0
8269,94.0
21696,150.0
7381,120.0
10981,70.0
15284,61.0
609,26.0
15028,43.0
15188,90.0
2965,111.0
11956,43.0
7889,111.0
10421,150.0
16308,50.0
19655,80.0
17165,181.0
7052,102.0
8462,100.0
15190,128.0
16835,80.0
7289,40.0
16393,129.0
3291,65.0
8901,120.0
3618,90.0
1473,98.0
21513,65.0
19114,98.0
17820,169.0
4990,100.0
15841,146.0
8833,94.0
8043,152.0
15296,193.0
8556,57.0
12634,98.0
7349,190.0
20838,50.0
10782,150.0
21709,115.0
20818,150.0
4509,112.0
16986,90.0
16821,120.0
7053,85.0
6912,98.0
10174,150.0
16412,185.0
12919,43.0
11677,124.0
7956,74.0
3724,53.0
7799,65.0
9039,82.0
496,100.0
11477,150.0
17089,28.0
594,80.0
2294,80.0
16374,85.0
7089,26.0
2627,80.0
6145,150.0
184,98.0
14730,108.0
21076,61.0
